Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Make.and.Model,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Total.Occupants,Aircraft.Size,Destroyed.Flag
20060607X00701,Accident,CHI06CA134,2006-05-07,"GRAYSLAKE, IL",United States,42.324723,-88.074167,C81,Cambell Airport,PIPER PA-28-161,Non-Fatal,SUBSTANTIAL,Airplane,N2378U,PIPER,PA-28-161,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,0.0,0.0,2.0,VMC,TAXI,Probable Cause,29-08-2006,2.0,Small,0
20060621X00787,Accident,ANC06CA050,2006-05-07,"CHICKALOON, AK",United States,61.811944,-147.506944,PASP,Sheep Mountain,CESSNA 170B,Non-Fatal,SUBSTANTIAL,Airplane,N2396D,CESSNA,170B,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,2.0,VMC,LANDING,Probable Cause,03-10-2006,2.0,Small,0
20060531X00653,Accident,LAX06CA165,2006-05-07,"Green Valley, AZ",United States,31.908333,-111.122223,14AZ,Ruby Star,CESSNA 150M,Non-Fatal,DESTROYED,Airplane,N66705,CESSNA,150M,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,0.0,2.0,0.0,VMC,GO-AROUND,Probable Cause,29-08-2006,2.0,Small,1
20060522X00597,Accident,DFW06CA120,2006-05-08,"LEVELLAND, TX",United States,33.5525,-102.3725,,,CESSNA 150L,Non-Fatal,SUBSTANTIAL,Airplane,N10964,CESSNA,150L,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,1.0,0.0,VMC,LANDING,Probable Cause,31-07-2006,1.0,Small,0
20060607X00708,Accident,DEN06CA074,2006-05-08,"FORT BRIDGER, WY",United States,41.516111,-110.407778,FBR,FORT BRIDGER,CESSNA 182Q,Non-Fatal,SUBSTANTIAL,Airplane,N759EF,CESSNA,182Q,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,29-08-2006,1.0,Small,0
20060621X00786,Accident,ANC06CA052,2006-05-10,"ILIAMNA, AK",United States,55.359167,-154.117223,,,PIPER PA-18,Non-Fatal,SUBSTANTIAL,Airplane,N723C,PIPER,PA-18,No,1.0,RECIPROCATING,Part 91: General Aviation,,BUSINESS,,0.0,0.0,0.0,2.0,VMC,APPROACH,Probable Cause,03-10-2006,2.0,Small,0
20060612X00730,Accident,CHI06CA129,2006-05-11,"DONGOLA, IL",United States,37.425,-89.036666,,,PIPER PA-30,Non-Fatal,SUBSTANTIAL,Airplane,N8585Y,PIPER,PA-30,No,2.0,RECIPROCATING,Part 91: General Aviation,,BUSINESS,,0.0,0.0,0.0,3.0,VMC,LANDING,Probable Cause,29-08-2006,3.0,Small,0
20060606X00687,Accident,NYC06CA116,2006-05-14,"LOUISVILLE, KY",United States,38.227778,-85.663611,LOU,Bowman Field,CESSNA 172S,Non-Fatal,SUBSTANTIAL,Airplane,N642KM,CESSNA,172S,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,0.0,0.0,1.0,VMC,TAKEOFF,Probable Cause,29-08-2006,1.0,Small,0
20060601X00663,Accident,DFW06CA126,2006-05-14,"PARIS, TX",United States,33.638889,-95.4625,,,PIPER J3C-65,Non-Fatal,SUBSTANTIAL,Airplane,N98829,PIPER,J3C-65,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,1.0,1.0,VMC,CRUISE,Probable Cause,29-08-2006,2.0,Small,0
20060628X00844,Accident,MIA06CA111,2006-05-16,"ORMOND BEACH, FL",United States,29.311389,-81.113889,KOMN,Ormond Beach,PIPER PA-28-161,Non-Fatal,SUBSTANTIAL,Airplane,N8149Q,PIPER,PA-28-161,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,0.0,0.0,1.0,VMC,TAKEOFF,Probable Cause,03-10-2006,1.0,Small,0
20060609X00728,Accident,SEA06CA099,2006-05-17,"KLAMATH FALLS, OR",United States,42.160278,-121.716667,LMT,KLAMATH FALLS INTERNATIONAL,CESSNA 152,Non-Fatal,SUBSTANTIAL,Airplane,N69183,CESSNA,152,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,1.0,0.0,VMC,DESCENT,Probable Cause,29-08-2006,1.0,Small,0
20060707X00899,Accident,LAX06CA177,2006-05-18,"TUCSON, AZ",United States,32.157777,-111.188889,RYN,Ryan Field,CESSNA 150M,Non-Fatal,SUBSTANTIAL,Airplane,N63149,CESSNA,150M,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,0.0,0.0,2.0,VMC,LANDING,Probable Cause,03-10-2006,2.0,Small,0
20060803X01084,Accident,LAX06CA174,2006-05-18,"MADERA, CA",United States,36.986389,-120.112778,MAE,Madera Municipal,CESSNA 172S,Non-Fatal,SUBSTANTIAL,Airplane,N3544Z,CESSNA,172S,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,31-10-2006,1.0,Small,0
20060816X01181,Accident,LAX06CA176,2006-05-19,"CARSON CITY, NV",United States,39.333333,-119.75,,,PIPER PA-24-250,Non-Fatal,SUBSTANTIAL,Airplane,N7857P,PIPER,PA-24-250,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,CRUISE,Probable Cause,20-12-2007,1.0,Small,0
20060725X01016,Accident,DFW06CA133,2006-05-19,"LA PORTE, TX",United States,29.669167,-95.064167,T41,La Porte Municipal Airport,PIPER PA-38-112,Non-Fatal,SUBSTANTIAL,Airplane,N2378K,PIPER,PA-38-112,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,1.0,0.0,VMC,TAKEOFF,Probable Cause,03-10-2006,1.0,Small,0
20060616X00751,Accident,SEA06CA103,2006-05-20,"HAMILTON, MT",United States,46.254444,-114.125556,6S5,Ravalli County Airport,CESSNA 172M,Non-Fatal,SUBSTANTIAL,Airplane,N12808,CESSNA,172M,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,4.0,VMC,LANDING,Probable Cause,03-10-2006,4.0,Small,0
20060620X00778,Accident,LAX06CA179,2006-05-20,"COLUMBIA, CA",United States,38.030556,-120.414444,O22,Columbia Airport,CESSNA A185F,Non-Fatal,SUBSTANTIAL,Airplane,N5468E,CESSNA,A185F,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,2.0,VMC,LANDING,Probable Cause,29-08-2006,2.0,Small,0
20060724X00993,Accident,DFW06CA132,2006-05-20,"MARIETTA, OK",United States,33.891666,-97.168334,T40,MCGEHEE CATFISH RESTAURANT,PIPER PA-28-161,Non-Fatal,SUBSTANTIAL,Airplane,N9419C,PIPER,PA-28-161,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,2.0,2.0,VMC,TAKEOFF,Probable Cause,03-10-2006,4.0,Small,0
20060607X00704,Accident,DFW06CA131,2006-05-20,"ARDMORE, OK",United States,34.146944,-97.1225,,,CESSNA 150M,Non-Fatal,SUBSTANTIAL,Airplane,N714BL,CESSNA,150M,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,CRUISE,Probable Cause,29-08-2006,1.0,Small,0
20060621X00784,Accident,SEA06CA106,2006-05-21,"WEST GLACIER, MT",United States,48.4575,-113.990277,NONE,McClure Airstrip,CESSNA 170B,Non-Fatal,SUBSTANTIAL,Airplane,N3477C,CESSNA,170B,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,3.0,VMC,TAKEOFF,Probable Cause,03-10-2006,3.0,Small,0
20060705X00862,Accident,DFW06CA134,2006-05-21,"WESLACO, TX",United States,,-97.977223,T65,Mid Valley Airport,CESSNA P210N,Non-Fatal,SUBSTANTIAL,Airplane,N731RR,CESSNA,P210N,No,1.0,RECIPROCATING,Part 91: General Aviation,,FERRY,,0.0,0.0,0.0,1.0,VMC,CRUISE,Probable Cause,03-10-2006,1.0,Small,0
20060618X00761,Accident,NYC06CA105,2006-05-23,"LACONIA, NH",United States,43.5725,-71.418889,LCI,Laconia Municipal Airport,PIPER PA-32-260,Non-Fatal,SUBSTANTIAL,Airplane,N412PM,PIPER,PA-32-260,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,3.0,VMC,LANDING,Probable Cause,03-10-2006,3.0,Small,0
20060809X01122,Accident,ATL06CA084,2006-05-23,"LEXINGTON, TN",United States,35.650556,-88.373889,MKL,MC KELLAR-SIPES REGIONAL,CESSNA 172L,Non-Fatal,SUBSTANTIAL,Airplane,N7624G,CESSNA,172L,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,31-10-2006,1.0,Small,0
20060621X00791,Accident,ANC06CA060,2006-05-23,"STERLING, AK",United States,60.528889,-150.72,,,CESSNA 180,Non-Fatal,SUBSTANTIAL,Airplane,N4814,CESSNA,180,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,03-10-2006,1.0,Small,0
20060621X00780,Accident,LAX06CA181,2006-05-24,"BUCKEYE, AZ",United States,33.423056,-112.688055,KBXK,Buckeye Municipal Airport,CESSNA 152,Non-Fatal,SUBSTANTIAL,Airplane,N6136B,CESSNA,152,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,2.0,VMC,LANDING,Probable Cause,29-08-2006,2.0,Small,0
20060621X00790,Accident,ANC06CA062,2006-05-25,"ANCHORAGE, AK",United States,61.213611,-149.844444,PAMR,Merrill Field,CESSNA 180,Non-Fatal,SUBSTANTIAL,Airplane,N9389C,CESSNA,180,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,03-10-2006,1.0,Small,0
20060606X00684,Accident,DFW06CA143,2006-05-27,"JUSTIN, TX",United States,33.133333,-97.291389,3TX6,CLARK,TAYLORCRAFT BC12-D,Non-Fatal,SUBSTANTIAL,Airplane,N95016,TAYLORCRAFT,BC12-D,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,TAXI,Probable Cause,29-08-2006,1.0,Small,0
20060621X00789,Accident,ANC06CA065,2006-05-28,"WASILLA, AK",United States,61.7775,-149.399166,,,PIPER PA-12,Non-Fatal,SUBSTANTIAL,Airplane,N2945M,PIPER,PA-12,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,03-10-2006,1.0,Small,0
20060627X00826,Accident,DEN06CA079,2006-05-29,"SANTA FE, NM",United States,35.616945,-106.089166,,,CESSNA T210N,Non-Fatal,SUBSTANTIAL,Airplane,N7353C,CESSNA,T210N,No,1.0,RECIPROCATING,Part 91: General Aviation,,UNKNOWN,,0.0,1.0,0.0,0.0,VMC,MANEUVERING,Probable Cause,03-10-2006,1.0,Small,0
20060721X00981,Accident,NYC06CA126,2006-05-29,"OLD TOWN, ME",United States,44.9525,-68.674445,KOLD,"Dewitt Field, Seaplane Base",PIPER J3C,Non-Fatal,SUBSTANTIAL,Airplane,N1401V,PIPER,J3C,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,TAKEOFF,Probable Cause,03-10-2006,1.0,Small,0
20060607X00703,Accident,DFW06CA144,2006-05-29,"WICHITA FALLS, TX",United States,33.863056,-98.495,,,MOONEY M20J,Non-Fatal,SUBSTANTIAL,Airplane,N201XW,MOONEY,M20J,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,4.0,VMC,LANDING,Probable Cause,29-08-2006,4.0,Small,0
20060621X00782,Accident,MIA06CA113,2006-05-30,"KISSIMMEE, FL",United States,28.289722,-81.437222,ISM,Kissimmee Gateway,CESSNA 172R,Non-Fatal,SUBSTANTIAL,Airplane,N498CR,CESSNA,172R,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,03-10-2006,1.0,Small,0
20060707X00892,Accident,LAX06CA191,2006-06-04,"ALPINE, CA",United States,32.818611,-116.763889,,,PIPER PA-28R-200,Non-Fatal,SUBSTANTIAL,Airplane,N4438T,PIPER,PA-28R-200,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,0.0,0.0,2.0,VMC,CRUISE,Probable Cause,03-10-2006,2.0,Small,0
20060705X00869,Accident,CHI06CA153,2006-06-09,"COOPERSTOWN, ND",United States,47.423334,-98.106389,,,CESSNA R182,Non-Fatal,SUBSTANTIAL,Airplane,N3360C,CESSNA,R182,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,3.0,VMC,LANDING,Probable Cause,31-01-2007,3.0,Small,0
20060714X00945,Accident,CHI06CA151,2006-06-09,"ATHENS, OH",United States,39.212222,-82.229445,,,CESSNA 172N,Non-Fatal,SUBSTANTIAL,Airplane,N240U,CESSNA,172N,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,03-10-2006,1.0,Small,0
20060724X00994,Accident,DFW06CA165,2006-06-12,"LAWTON, OK",United States,34.518056,-98.325556,OK07,DJS Airport,CESSNA 210,Non-Fatal,SUBSTANTIAL,Airplane,N7303E,CESSNA,210,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,GO-AROUND,Probable Cause,03-10-2006,1.0,Small,0
20060810X01140,Accident,ATL06CA092,2006-06-13,"SHELBY, NC",United States,35.253333,-81.606667,,,CESSNA 150M,Non-Fatal,SUBSTANTIAL,Airplane,N7579U,CESSNA,150M,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,0.0,0.0,1.0,VMC,CRUISE,Probable Cause,31-10-2006,1.0,Small,0
20060726X01019,Accident,SEA06CA120,2006-06-18,"GREAT FALLS, MT",United States,47.481945,-111.370556,GTF,GREAT FALLS INTL,CESSNA 180,Non-Fatal,SUBSTANTIAL,Airplane,N2251C,CESSNA,180,No,1.0,RECIPROCATING,Part 91: General Aviation,,UNKNOWN,,0.0,0.0,0.0,2.0,VMC,TAKEOFF,Probable Cause,31-10-2006,2.0,Small,0
20060727X01032,Accident,NYC06CA149,2006-06-18,"LOUISVILLE, KY",United States,38.080556,-85.693055,07KY,Blue Lick Airport,PIPER PA-28-140,Non-Fatal,SUBSTANTIAL,Airplane,N4812T,PIPER,PA-28-140,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,03-10-2006,1.0,Small,0
20060713X00935,Accident,DFW06CA164,2006-06-20,"MARIETTA, OK",United States,33.898889,-97.170556,T40,McGehee Catfish Rest Airport,CESSNA 172F,Non-Fatal,SUBSTANTIAL,Airplane,N8649U,CESSNA,172F,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,1.0,1.0,0.0,VMC,TAKEOFF,Probable Cause,03-10-2006,2.0,Small,0
20060727X01031,Accident,NYC06CA159,2006-06-21,"WHITE PLAINS, NY",United States,41.066945,-73.7075,HPN,Westchester County Airport,CESSNA 172S,Non-Fatal,SUBSTANTIAL,Airplane,N968SP,CESSNA,172S,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,03-10-2006,1.0,Small,0
20060707X00898,Accident,LAX06CA209,2006-06-22,"CONCORD, CA",United States,37.993889,-122.061667,CCR,Buchanen Field,CESSNA 152,Non-Fatal,SUBSTANTIAL,Airplane,N5534M,CESSNA,152,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,03-10-2006,1.0,Small,0
20060807X01102,Accident,ATL06CA097,2006-06-22,"LEBANON, TN",United States,36.195,-86.313889,M54,Lebanon Municipal Airport,CESSNA R182,Non-Fatal,SUBSTANTIAL,Airplane,N6124T,CESSNA,R182,No,1.0,RECIPROCATING,Part 91: General Aviation,,POSITIONING,,0.0,0.0,0.0,1.0,VMC,DESCENT,Probable Cause,31-10-2006,1.0,Small,0
20060915X01349,Accident,MIA06CA119,2006-06-23,"OPA-LOCKA, FL",United States,25.911667,-80.286111,KOPF,Opa-Locka Airport,PIPER PA-25-235,Non-Fatal,SUBSTANTIAL,Airplane,N7788Z,PIPER,PA-25-235,No,1.0,RECIPROCATING,Part 91: General Aviation,,BANNER TOW,,0.0,1.0,0.0,0.0,VMC,TAKEOFF,Probable Cause,29-11-2006,1.0,Small,0
20060728X01044,Accident,CHI06CA167,2006-06-24,"ATWOOD, IL",United States,39.803333,-88.490833,0K2,Cooch Landing Area,CESSNA 170A,Non-Fatal,SUBSTANTIAL,Airplane,N9204A,CESSNA,170A,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,1.0,0.0,VMC,APPROACH,Probable Cause,03-10-2006,1.0,Small,0
20060717X00955,Accident,CHI06CA166,2006-06-25,"WALWORTH, WI",United States,42.531389,-88.655,7V3,Big Foot Airfield,PIPER PA-28-140,Non-Fatal,SUBSTANTIAL,Airplane,N1910T,PIPER,PA-28-140,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,2.0,VMC,GO-AROUND,Probable Cause,03-10-2006,2.0,Small,0
20060728X01045,Accident,CHI06CA172,2006-06-26,"MINONG, WI",United States,46.103611,-91.903889,HYR,Hayward Muni,PIPER PA-18-150,Non-Fatal,SUBSTANTIAL,Airplane,N82223,PIPER,PA-18-150,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,2.0,0.0,VMC,GO-AROUND,Probable Cause,03-10-2006,2.0,Small,0
20060729X01050,Accident,LAX06CA218,2006-06-27,"SANTA MARIA, CA",United States,34.909722,-120.4625,SMX,Santa Maria Public Airport,CESSNA T206H,Non-Fatal,SUBSTANTIAL,Airplane,N562H,CESSNA,T206H,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,5.0,VMC,LANDING,Probable Cause,03-10-2006,5.0,Small,0
20060731X01055,Accident,CHI06CA170,2006-06-27,"INDIANAPOLIS, IN",United States,39.843611,-85.896944,MQJ,Mount Comfort,CESSNA 150G,Non-Fatal,SUBSTANTIAL,Airplane,N3366J,CESSNA,150G,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,STANDING,Probable Cause,03-10-2006,1.0,Small,0
20060728X01046,Accident,LAX06CA219,2006-06-28,"VACAVILLE, CA",United States,38.383889,-121.970833,VCB,Nut Tree,CESSNA 170B,Non-Fatal,SUBSTANTIAL,Airplane,N2924D,CESSNA,170B,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,1.0,3.0,VMC,TAKEOFF,Probable Cause,03-10-2006,4.0,Small,0
20060731X01060,Accident,DFW06CA174,2006-07-01,"BURNETT, TX",United States,30.738889,-98.238333,KBMQ,Burnet Municipal Airport,CESSNA 172L,Non-Fatal,SUBSTANTIAL,Airplane,N7943G,CESSNA,172L,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,0.0,1.0,2.0,VMC,GO-AROUND,Probable Cause,03-10-2006,3.0,Small,0
20060817X01198,Accident,ANC06CA083,2006-07-02,"ANCHORAGE, AK",United States,61.186944,-149.965278,Z41,Lake Hood Strip,CESSNA 180,Non-Fatal,SUBSTANTIAL,Airplane,N2868K,CESSNA,180,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,29-11-2006,1.0,Small,0
20060807X01104,Accident,SEA06CA132,2006-07-03,"GREAT FALLS, MT",United States,47.481945,-111.370556,GTF,Great Falls International Arpt,CESSNA 195,Non-Fatal,SUBSTANTIAL,Airplane,N6857D,CESSNA,195,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,2.0,VMC,TAKEOFF,Probable Cause,31-10-2006,2.0,Small,0
20060801X01069,Accident,CHI06CA180,2006-07-03,"JEFFERSON CITY, MO",United States,38.591111,-92.156111,JEF,Jefferson City Memorial Arpt.,PIPER PA-28-161,Non-Fatal,SUBSTANTIAL,Airplane,N43060,PIPER,PA-28-161,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,0.0,0.0,2.0,VMC,LANDING,Probable Cause,03-10-2006,2.0,Small,0
20060814X01159,Accident,CHI06CA176,2006-07-06,"JACKSON, MI",United States,42.259722,-84.459444,,,CESSNA 182A,Non-Fatal,SUBSTANTIAL,Airplane,N4780D,CESSNA,182A,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,4.0,0.0,VMC,APPROACH,Probable Cause,31-01-2007,4.0,Small,0
20060809X01116,Accident,DFW06CA178,2006-07-07,"DOWNSVILLE, TX",United States,31.453889,-97.065556,,Private,CESSNA 180,Non-Fatal,SUBSTANTIAL,Airplane,N9260C,CESSNA,180,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,31-10-2006,1.0,Small,0
20060810X01150,Accident,CHI06CA185,2006-07-07,"SULLIVAN, IL",United States,39.637222,-88.635833,,,CESSNA 172K,Non-Fatal,SUBSTANTIAL,Airplane,N7349G,CESSNA,172K,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,1.0,0.0,VMC,LANDING,Probable Cause,31-10-2006,1.0,Small,0
20060814X01162,Accident,CHI06CA183,2006-07-08,"BALTIMORE, OH",United States,39.884444,-82.588889,,,CESSNA 172S,Non-Fatal,SUBSTANTIAL,Airplane,N335SP,CESSNA,172S,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,2.0,VMC,TAKEOFF,Probable Cause,09-06-2009,2.0,Small,0
20060814X01160,Accident,CHI06CA182,2006-07-08,"WATERFORD, OH",United States,39.550278,-81.648333,,,CESSNA 172L,Non-Fatal,SUBSTANTIAL,Airplane,N7805G,CESSNA,172L,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,31-10-2006,1.0,Small,0
20060809X01127,Accident,DFW06CA181,2006-07-09,"EL DORADO, TX",United States,,,27R,Eldorado Airport,MOONEY M20C,Non-Fatal,SUBSTANTIAL,Airplane,N6697U,MOONEY,M20C,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,1.0,0.0,VMC,CRUISE,Probable Cause,31-10-2006,1.0,Small,0
20060829X01254,Accident,DFW06CA179,2006-07-10,"GEORGETOWN, TX",United States,30.686944,-97.673056,GTU,Georgetown Municipal Airport,PIPER PA-28-161,Non-Fatal,SUBSTANTIAL,Airplane,N8164J,PIPER,PA-28-161,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,0.0,2.0,0.0,VMC,APPROACH,Probable Cause,31-10-2006,2.0,Small,0
20060817X01201,Accident,CHI06CA227,2006-07-11,"CAHOKIA, IL",United States,38.570556,-90.156111,CPS,St. Louis Downtown Airport,CESSNA 172M,Non-Fatal,SUBSTANTIAL,Airplane,N1725V,CESSNA,172M,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,31-10-2006,1.0,Small,0
20060815X01175,Accident,CHI06CA181,2006-07-11,"INDIANAPOLIS, IN",United States,39.716667,-86.3,IND,Indianapolis International,PIPER PA-31-350,Non-Fatal,SUBSTANTIAL,Airplane,N40978,PIPER,PA-31-350,No,2.0,RECIPROCATING,Part 135: Air Taxi & Commuter,NSCH,NAN,,0.0,0.0,0.0,1.0,VMC,TAXI,Probable Cause,31-10-2006,1.0,Small,0
20060908X01323,Accident,CHI06CA189,2006-07-13,"WATERFORD, MI",United States,42.6525,-83.416945,,,CESSNA 172R,Non-Fatal,SUBSTANTIAL,Airplane,N918TA,CESSNA,172R,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,29-11-2006,1.0,Small,0
20060816X01179,Accident,ATL06CA105,2006-07-14,"GRIFFIN, GA",United States,33.222778,-84.271389,6A2,GRIFFIN-SPALDING COUNTY,PIPER PA-28-161,Non-Fatal,SUBSTANTIAL,Airplane,N546CA,PIPER,PA-28-161,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,31-10-2006,1.0,Small,0
20060802X01074,Accident,NYC06CA119,2006-07-15,"PLATTSBURGH, NY",United States,44.686666,-73.523334,,,CESSNA 182A,Non-Fatal,SUBSTANTIAL,Airplane,N2186G,CESSNA,182A,No,1.0,RECIPROCATING,Part 91: General Aviation,,SKYDIVING,,0.0,1.0,0.0,0.0,VMC,APPROACH,Probable Cause,31-01-2007,1.0,Small,0
20060809X01125,Accident,DFW06CA185,2006-07-15,"ROCKWALL, TX",United States,32.813889,-96.351944,1F7,Airpark East,CESSNA 120,Non-Fatal,SUBSTANTIAL,Airplane,N2591N,CESSNA,120,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,TAKEOFF,Probable Cause,31-10-2006,1.0,Small,0
20060814X01158,Accident,DEN06CA101,2006-07-15,"Olathe, KS",United States,38.8475,-94.7375,OJC,JOHNSON COUNTY EXECUTIVE,PIPER PA-24-250,Non-Fatal,DESTROYED,Airplane,N6955P,PIPER,PA-24-250,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,31-10-2006,1.0,Small,1
20060731X01054,Accident,NYC06CA177,2006-07-16,"SOMERVILLE, NJ",United States,40.626667,-74.67,KSMQ,Somerset Airport,BEECH A36,Non-Fatal,SUBSTANTIAL,Airplane,N5363P,BEECH,A36,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,2.0,IMC,APPROACH,Probable Cause,03-10-2006,2.0,Small,0
20060816X01180,Accident,ATL06CA107,2006-07-16,"LAFAYETTE, GA",United States,34.686389,-85.2875,,,CESSNA 182Q,Non-Fatal,SUBSTANTIAL,Airplane,N97351,CESSNA,182Q,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,31-10-2006,1.0,Small,0
